"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EFOI","Energy Focus, Inc.","4.95","57865648.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/efoi",
"ERII","Energy Recovery, Inc.","15.9799","831828900.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erii",
"ENOC","EnerNOC, Inc.","5.42","169360116.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","1.52","42254755.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","1.18","55158913.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","164.1","3176286615.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgr",
"ENFC","Entegra Financial Corp.","18.38","118851972.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","17.42","2459874332.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/entg",
"ENTL","Entellus Medical, Inc.","22.23","419021761.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/entl",
"ETRM","EnteroMedics Inc.","0.1349","3682084.3033","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","27.9","318666546","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","31.24","625365475.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/efsc",
"EGT","Entertainment Gaming Asia Incorporated","1.89","27337375.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egt",
"ENZY          ","Enzymotec Ltd.","6.98","158573978.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enzy",
"EPIQ","EPIQ Systems, Inc.","16.495","628895825.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epiq",
"EPZM","Epizyme, Inc.","9.83","569717083.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","94.35","669281443.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","360.25","25604612761.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","8.965","31172712.505","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","25.97","213458207.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqbk",
"EAC           ","Erickson Incorporated","0.6699","9308542.5279","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eac",
"ERIC","Ericsson","7.21","2012230774.33","279088873","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","101.98","5332520738.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erie",
"ESCA","Escalade, Incorporated","12.76","182100626.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","0.67","5042708.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esmc",
"ESPR","Esperion Therapeutics, Inc.","13.84","312097729.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/espr",
"ESSA","ESSA Bancorp, Inc.","13.82","157458764.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","2.75","80016444.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","20.51","764970453.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esnd",
"ESSF","ETRE REIT, LLC","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essf",
"ETSY","Etsy, Inc.","14.27","1623092460.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","2.95","6082631.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","81.83","4262940887.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","2.01","16473477.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","2.4","117732513.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evep",
"EVBG","Everbridge, Inc.","16.86","453931963.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","2.13","31498312.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evk",
"EVLV","EVINE Live Inc.","2.29","131298022.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evlv",
"EVOK","Evoke Pharma, Inc.","2.25","27788310","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evok",
"EVOL","Evolving Systems, Inc.","4.34","51235327.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","16.06","238022947.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","18.55","2005394662.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","27","382024026","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exac",
"EXEL","Exelixis, Inc.","12.78","2943562969.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","3.72","81534744.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","49.81","1668617516.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","116.72","17474828759.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","51.52","9327801873.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","50.99","1324945269.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","70.53","44449346070","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esrx",
"EXTR","Extreme Networks, Inc.","4.48","476620036.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","1.72","15397238.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","11.06","597030866.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","124.64","8251746080.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","128.27","368348374758.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fb",
"FRP","FairPoint Communications, Inc.","15.03","406576109.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","1.0303","44683710.2133","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","5.44","37849496.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","35.55","596584493.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","29.57","221929591.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","10.8","292114771.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","35.92","598934534.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","41.78","12072997349.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","3.12","90151822.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","14.4658","54319324.9186","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","13.28","91977598.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Holdings Corporation","9.59","1621099843.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdml",
"FNHC","Federated National Holding Company","18.66","257224573.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnhc",
"FHCO","Female Health Company (The)","1.21","35153727.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhco",
"FENX","Fenix Parts, Inc.","3.96","79029755.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fenx",
"GSM","Ferroglobe PLC","9.02","1549980140.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gsm",
"FCSC","Fibrocell Science Inc","0.72","31607125.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","20.68","1298459128.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fgen",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","209.01","689733000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","18.38","478541385.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","15.75","302401338.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","23.98","645575267.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","5.51","268332421.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","5.81","844217529.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCFL","Fifth Street Finance Corp.","25.7201","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","8.57","252530201.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","20.46","15680021472.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","30.57","550260000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","29.71","1835705911.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","27.09","393572161.71","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","29.79","3283947569.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","1.7036","38949248.3652","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnjn",
"FEYE","FireEye, Inc.","14.73","2499346128.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","19.75","396736854.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","23.95","258316700.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","8.384","66124314.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","22.55","861512805.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","23.27","202540730.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","31.85","106301031.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash, Inc.","47.08","1329691221.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcfs",
"FCNCA","First Citizens BancShares, Inc.","292.4201","3512083831.1405","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcnca",
"FCBC","First Community Bancshares, Inc.","24.76","422096397.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","15.6501","104840489.403","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcco",
"FCFP","First Community Financial Partners, Inc.","9.51","163417747.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcfp",
"FBNK","First Connecticut Bancorp, Inc.","17.8","281569193.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","44.63","400614500.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","21.82","1352076038.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","10.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","36.4","2404580796.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","40.61","494862779.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","14.18","188971414.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","24.57","398539527.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","16.25","123649402.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","26.86","3747954607.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","22.92","126817506","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inbk",
"FIBK","First Interstate BancSystem, Inc.","31.5","1409505741","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","26.74","1090302749.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","27.17","267452024.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","19.36","1574285523.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","9.44","181544670.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnbc",
"FNWB","First Northwest Bancorp","13.47","175211833.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","36.16","79725097.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfg",
"FSLR","First Solar, Inc.","39.49","4042178747.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","9.947","94446118.445","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsbk",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","29.265","2926558.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","30.2667","34806765.5334","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","22.974","8040945.948","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","13.72","117992027.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbz",
"FCAN","First Trust Canada AlphaDEX Fund","23.91","7173047.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","40.18","263179080.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","20.1","2110500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","20.6625","4132541.325","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fca",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","49.25","226648500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","35.3187","7063810.6374","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","21.36","234960042.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","22.9","3099515045.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","17.47","448105534.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifv",
"FEM","First Trust Emerging Markets AlphaDEX Fund","20.75","134875041.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","42.8013","12840475.6026","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","32.8","101680065.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fems",
"FTSM","First Trust Enhanced Short Maturity ETF","59.94","344638456.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","29.52","280440059.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","31.79","7947563.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","37.49","119968074.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","20.58","237767613.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftgc",
"FTHI","First Trust High Income ETF","20.7085","7248016.417","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fthi",
"HYLS","First Trust High Yield Long/Short ETF","48.67","1053705597.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","36.04","9010072.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhk",
"FTAG","First Trust Indxx Global Agriculture ETF","21.52","4087250.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","10.64","10640021.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftri",
"FPXI","First Trust International IPO ETF","27.4501","2745064.9002","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpxi",
"YDIV","First Trust International Multi-Asset Diversified Income Index","17.08","12810034.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ydiv",
"SKYY","First Trust ISE Cloud Computing Index Fund","34.18","587896068.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"FJP","First Trust Japan AlphaDEX Fund","49.29","54219098.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","46.74","1413885093.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","50.5","611050101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","42.58","811149085.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","18.02","112625036.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fln",
"FTLB","First Trust Low Beta Income ETF","19.93","3986039.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftlb",
"LMBS","First Trust Low Duration Opportunities ETF","52.41","178194104.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmbs",
"FMB","First Trust Managed Municipal ETF","53.9472","80920907.8944","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","27.16","14938054.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","52.83","644526105.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","30.9995","96098511.999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fny",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","29.7468","49082279.4936","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","52.918","87314805.836","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","45.55","104765091.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.9085","874518162.817","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","20.1315","2013190.263","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcef",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","41.2822","175449432.5644","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"FTXO","First Trust Nasdaq Bank ETF","20","2000040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","15.1308","52957830.2616","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","39.62","13867079.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","19.82","103064039.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","20","2000040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.08","21502066.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","20","2000040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","19.72","1972039.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","20","2000040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxd",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","22.14","27675044.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"FTXL","First Trust Nasdaq Semiconductor ETF","20.32","2032040.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxl",
"FONE","First Trust NASDAQ Smartphone Index Fund","41","10250082","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","29.36","572666800","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","20.52","2052041.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","45.76","377520091.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","40.48","117392080.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","50.95","351555101.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","20.508","20508041.016","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","22.15","22150044.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","52.4299","26215054.8598","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","52.844","26422105.688","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","56.81","5681113.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","52.29","26145104.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfeu",
"FTSL","First Trust Senior Loan Fund ETF","48.47","533170096.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","49.81","448290099.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","33.81","62548567.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","30.935","57229811.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyt",
"FKO","First Trust South Korea AlphaDEX Fund","24.5358","18401899.0716","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","26.22","5244052.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","50.47","15141100.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","41.17","121451582.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsz",
"FTW","First Trust Taiwan AlphaDEX Fund","32.51","3251065.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"TUSA","First Trust Total US Market AlphaDEX ETF","26.3382","9218422.6764","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","34.28","39422068.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"FUNC","First United Corporation","12.38","77610269.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/func",
"SVVC","Firsthand Technology Value Fund, Inc.","7.85","59383868.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
